Customer Name,Periode,Sales Doc,Sales Item,Material No,Material Desc, Sales Qty , Total Amount 
PT. SPA,January 2022,2100001083,10,RBMF-0000000013,IWF-JIS G 3101 SS 400 200x100x12000, 41 ," 164,974 "
OSP,January 2022,2900000095,100,PLTF,Finished Baby Plate, 19 , 46 
FSC,January 2022,1200000015,1830,PLTF,Finished Baby Plate," 24,808 ", - 
PT. HJT,January 2022,2100000808,10,RBMF-0000000020,HB-JIS G 3101 SS 400 250x250x12000, 18 ," 284,849 "
PT. HJT,January 2022,2100000736,40,RBMF-0000000013,IWF-JIS G 3101 SS 400 200x100x12000, 16 ," 67,475 "
FSC,January 2022,1200000014,500,CPLF,Finished Coil Plate," 20,550 ", - 
FS,January 2022,1000000046,290,RBFF,Finished Rolled Beam Fabricated, 2 , 670 
O&C,January 2022,2900000091,30,WBMF,Finished Welded Beam, 5 , 61 
PT. HJT,January 2022,2100000844,20,RBMF-0000000003,IWF-JIS G 3101 SS 400 500x200x12000, 16 ," 319,634 "
FSC,January 2022,1200000004,730,PLTF,Finished Baby Plate, 1 , - 
PT. HJT,January 2022,2100000858,40,RBMF-0000000007,IWF-JIS G 3101 SS 400 350x175x12000, 10 ," 99,099 "
PT. HJT,January 2022,2100000499,10,PLTF-0000000014,PLTF-ASTM A 36 6x1800x6000, 4 ," 32,900 "
PT. IB,January 2022,2100000871,120,CPLF,Finished Coil Plate, 736 ," 1,413,764 "
PT. HJT,January 2022,2100000714,10,RBMF-0000000021,HB-JIS G 3101 SS 400 200x200x12000, 8 ," 81,451 "
PT. WMI,January 2022,2100001103,10,WBMF-0000000001,WB-JIS G 3101 SS 400 400x400x13x21x12000, 1 ," 37,746 "
FSC,January 2022,1200000019,1690,PLTF,Finished Baby Plate," 9,296 ", - 
CRM,January 2022,1200000029,420,HRPS,SFG - HRC (Purchased)," 15,238 ", - 
PT. HJT,January 2022,2100000752,30,RBMF-0000000019,HB-JIS G 3101 SS 400 300x300x12000, 1 ," 20,678 "
OSP,January 2022,2900000052,10,PLTF,Finished Baby Plate, 8 , 11 
FSC,January 2022,1200000006,110,PLTF,Finished Baby Plate," 48,552 ", - 
PT. BBM,January 2022,2100000683,20,PLTF,Finished Baby Plate, 19 ," 382,155 "
PT. HJT,January 2022,2100000552,90,PLTF,Finished Baby Plate, 2 ," 129,738 "
ISS,January 2022,2900000083,120,WBMF,Finished Welded Beam, 4 , 12 
CP,January 2022,1000000023,10,FABF,Finished Fabrication, 9 ," 386,061 "
FSC,January 2022,1200000006,440,PLTF,Finished Baby Plate," 1,356 ", - 
PT. HJT,January 2022,2100001026,30,UL-RBMF-0000002,IWF-JIS G 3101 SS 400 150x75x12000-UL, 6 ," 15,343 "
PT. SS,January 2022,2100000554,60,PLTF-0000000017,PLTF-ASTM A 36 9.8x1800x6000, 1 ," 12,970 "
O&C,January 2022,2900000037,450,WBMF,Finished Welded Beam, 2 , 2 
FSC,January 2022,1200000028,2220,BSBS,SFG - Baby Slab," 9,041 ", - 
OSP,January 2022,2900000106,570,WBMF,Finished Welded Beam, 4 , 11 
PT. HJT,January 2022,2100000423,10,RBMF-0000000003,IWF-JIS G 3101 SS 400 500x200x12000, 25 ," 451,317 "
PT. SS,January 2022,2100000586,10,CPLF-0000000022,CPLF-ASTM A 36 4.8x1500x6000, 285 ," 1,523,899 "
PT. HJT,January 2022,2100000412,20,HRCF-0000000068,HRCF-JIS G 3101 SS 400 3.2x1200," 6,420 "," 93,090 "
PT. HJT,January 2022,2100000653,60,RBFF,Finished Rolled Beam Fabricated, 20 ," 160,406 "
FSC,January 2022,1200000006,2070,PLTF,Finished Baby Plate," 5,538 ", - 
PT. HJT,January 2022,2100000742,10,RBMF-0000000020,HB-JIS G 3101 SS 400 250x250x12000, 6 ," 95,525 "
PT. HJT,January 2022,2100001271,60,RBMF-0000000007,IWF-JIS G 3101 SS 400 350x175x12000, 17 ," 167,632 "
FS,January 2022,1000000046,10,RBFF,Finished Rolled Beam Fabricated, 11 ," 34,191 "
PT. HJT,January 2022,2100000771,20,RBMF-0000000011,IWF-JIS G 3101 SS 400 250x125x12000, 16 ," 92,785 "
PT. HJT,January 2022,2100000414,10,CPLF,Finished Coil Plate, 5 ," 18,910 "
O&C,January 2022,2900000105,100,WBMF,Finished Welded Beam, 1 , 1 
FSC,January 2022,1200000006,780,PLTF,Finished Baby Plate," 2,012 ", - 
FS,January 2022,1000000017,220,CTSF,Finished Plate Cut to Shape, 268 ," 5,252 "
PT. HJT,January 2022,2100000975,30,RBMF-0000000018,HB-JIS G 3101 SS 400 350x350x12000, 8 ," 235,008 "
O&C,January 2022,2900000037,830,WBMF,Finished Welded Beam, 2 , 2 
OSP,January 2022,2900000103,230,WBMF,Finished Welded Beam, 1 , 1 
PT. HJT,January 2022,2100001218,30,RBMF-0000000007,IWF-JIS G 3101 SS 400 350x175x12000, 2 ," 19,570 "
PT. HJT,January 2022,2100001403,50,RBMF-0000000013,IWF-JIS G 3101 SS 400 200x100x12000, 72 ," 303,331 "
PT. TJ,January 2022,2100000692,50,PLTF,Finished Baby Plate, 84 ," 1,524,561 "
FSC,January 2022,1200000015,140,HRCF,Finished Hot Rolled Coil," 36,570 ", - 
PT. HJT,January 2022,2100000738,210,RBMF-0000000009,IWF-JIS G 3101 SS 400 300x150x12000, 4 ," 29,915 "
PT. HJT,January 2022,2100000867,80,RBFF,Finished Rolled Beam Fabricated, 1 ," 13,773 "
TCP,January 2022,2900000045,70,PLTF,Finished Baby Plate, 1 , 7 
PT. HJT,January 2022,2100000070,40,CPLF-0000000011,CPLF-ASTM A 36 4.8x1200x2400, 10 ," 15,892 "
PT. HJT,January 2022,2100000374,30,EPBF-0000000080,"JIS G 3445 STKM 11A 4""(114.3)x4x6000", 150 ," 146,258 "
PT. HJT,January 2022,2100000619,60,RBMF-0000000009,IWF-JIS G 3101 SS 400 300x150x12000, 12 ," 89,804 "
PT. HJT,January 2022,2100001058,50,RBMF-0000000005,IWF-JIS G 3101 SS 400 400x200x12000, 2 ," 28,479 "
FS,January 2022,1000000017,500,CTSF,Finished Plate Cut to Shape, 24 , - 
FSC,January 2022,1200000015,1090,PLTF,Finished Baby Plate," 11,865 ", - 
PT. IPM,January 2022,2100000334,10,SWPF,Finished Spiral Welded Pipe, 64 ," 1,186,628 "
FSC,January 2022,1200000006,1040,PLTF,Finished Baby Plate," 11,660 ", - 
PT. SRM,January 2022,2100001299,10,CPLF,Finished Coil Plate, 57 ," 333,182 "
PT. IMS,January 2022,2100000352,10,EPBF-0000000051,"JIS G 3445 STKM 11A 21/2""(73)x2.8x6000", 370 ," 101,901 "
FSC,January 2022,1200000028,1420,BSBS,SFG - Baby Slab," 3,928 ", - 
PT. HJT,January 2022,2100001288,80,RBMF-0000000001,IWF-JIS G 3101 SS 400 600x200x12000, 2 ," 49,134 "
PT. HJT,January 2022,2100001388,50,RBFF,Finished Rolled Beam Fabricated, 1 ," 1,507 "
ISS,January 2022,2900000083,70,WBMF,Finished Welded Beam, 4 , 4 
PT. HJT,January 2022,2100001079,20,UL-RBMF-0000002,IWF-JIS G 3101 SS 400 150x75x12000-UL, 1 ," 2,798 "
PT. HJT,January 2022,2100000321,60,UL-RBMF-0000004,HB-JIS G 3101 SS 400 125x125x12000-UL, 61 ," 297,251 "
PT. HJT,January 2022,2100000406,90,EPBF-0000000038,"JIS G 3445 STKM 11A 2""(60.3)x3x6000", 190 ," 77,469 "
PT. HJT,January 2022,2100000500,150,CPLF,Finished Coil Plate, 540 ," 1,835,343 "
FS,January 2022,1000000059,180,CTSF,Finished Plate Cut to Shape, 4 , 572 
PT. HJT,January 2022,2100001225,30,RBMF-0000000013,IWF-JIS G 3101 SS 400 200x100x12000, 29 ," 118,122 "
FSC,January 2022,1200000004,340,HRCF,Finished Hot Rolled Coil, 1 , - 
PT. HJT,January 2022,2100001229,60,RBMF-0000000009,IWF-JIS G 3101 SS 400 300x150x12000, 4 ," 29,915 "
PT. HJT,January 2022,2100001203,10,CRCF,Finished Cold Rolled Coil," 52,720 "," 878,067 "
PT. HJT,January 2022,2100000368,30,EPBF,Finished ERW Pipe, 36 ," 16,254 "
OSP,January 2022,2900000103,250,WBMF,Finished Welded Beam, 1 , 1 
CRM,January 2022,1200000031,30,HRPS,SFG - HRC (Purchased)," 3,488,230 ", - 
FSC,January 2022,1200000006,540,PLTF,Finished Baby Plate, 330 , - 
FSC,January 2022,1200000015,1360,PLTF,Finished Baby Plate," 35,035 ", - 
PT. WKI,January 2022,2100000634,20,WBMF-0000000001,WB-JIS G 3101 SS 400 400x400x13x21x12000, 15 ," 566,196 "
O&C,January 2022,2900000100,10,CTSF,Finished Plate Cut to Shape, 1 , 1 
PT. HJT,January 2022,2100000533,60,PLTF,Finished Baby Plate, 6 ," 75,894 "
PT. HJT,January 2022,2100000775,10,RBMF-0000000012,IWF-JIS G 3101 SS 400 248x124x12000, 2 ," 10,216 "
PSC,January 2022,1000000030,100,PLTF,Finished Baby Plate, 34 ," 433,912 "
PT. HJT,January 2022,2100001120,10,RBMF-0000000018,HB-JIS G 3101 SS 400 350x350x12000, 27 ," 793,151 "
TCP,January 2022,2900000087,40,WBMF,Finished Welded Beam, 1 , 16 
PT. ADP,January 2022,2100000388,20,HRCF-0000000124,HRCF-JIS G 3131 SPHC 2.15x1219," 104,710 "," 1,647,088 "
PT. IB,January 2022,2100000920,130,CPLF-0000000023,CPLF-ASTM A 36 5.7x1500x6000, 292 ," 1,752,254 "
PT. ADP,January 2022,2100000417,90,HRCF,Finished Hot Rolled Coil," 19,000 "," 298,634 "
O&C,January 2022,2900000037,1020,WBMF,Finished Welded Beam, 5 , 6 
PT. HJT,January 2022,2100000846,70,RBMF-0000000006,IWF-JIS G 3101 SS 400 396x199x12000, 11 ," 132,637 "
FS,January 2022,1000000017,450,CTSF,Finished Plate Cut to Shape, 4 , 224 
PT. ADP,January 2022,2100000417,110,HRCF,Finished Hot Rolled Coil," 104,250 "," 1,589,396 "
PT. HJT,January 2022,2100000339,70,RBMF-0000000005,IWF-JIS G 3101 SS 400 400x200x12000, 10 ," 144,227 "
PT. HJT,January 2022,2100001328,200,RBMF-0000000019,HB-JIS G 3101 SS 400 300x300x12000, 22 ," 429,741 "
PT. ADP,January 2022,2100001113,30,CPLF,Finished Coil Plate, 131 ," 1,421,208 "
PT. HJT,January 2022,2100001398,110,RBFF,Finished Rolled Beam Fabricated, 16 ," 85,332 "
PT. HJT,January 2022,2100000715,50,RBFF,Finished Rolled Beam Fabricated, 1 ," 2,919 "
PT. BBM,January 2022,2100000294,90,PLTF,Finished Baby Plate, 8 ," 537,845 "
PT. HJT,January 2022,2100000686,30,RBMF-0000000009,IWF-JIS G 3101 SS 400 300x150x12000, 1 ," 7,862 "
PT. CAM,January 2022,2100000668,120,PLTF-0000000014,PLTF-ASTM A 36 6x1800x6000, 98 ," 762,025 "
PT. HJT,January 2022,2100001138,50,RBFF,Finished Rolled Beam Fabricated, 19 ," 365,194 "
PT. ADP,January 2022,2100000509,210,HRCF,Finished Hot Rolled Coil," 80,000 "," 1,183,600 "
PT. TJI,January 2022,2100000669,110,CPLF,Finished Coil Plate, 176 ," 567,645 "
PT. HJT,January 2022,2100000991,20,RBMF-0000000009,IWF-JIS G 3101 SS 400 300x150x12000, 7 ," 52,351 "
PT. HJT,January 2022,2100000723,30,UL-RBMF-0000003,HB-JIS G 3101 SS 400 150x150x12000-UL, 10 ," 64,360 "
ATP,January 2022,2900000081,10,CRCF,Finished Cold Rolled Coil," 41,455 ", 42 
PT. HJT,January 2022,2100000812,10,RBMF-0000000019,HB-JIS G 3101 SS 400 300x300x12000, 4 ," 81,618 "
PT. HJT,January 2022,2100001086,10,RBMF-0000000020,HB-JIS G 3101 SS 400 250x250x12000, 10 ," 155,278 "
PT. HJT,January 2022,2100000547,140,HRCF,Finished Hot Rolled Coil," 2,090 "," 34,810 "
PT. BBM,January 2022,2100001189,140,CNPF-0000000027,CNP-JIS G 3131 SPHC 150x65x20x3x6000, 500 ," 321,676 "
PT. HJT,January 2022,2100000736,80,RBMF-0000000007,IWF-JIS G 3101 SS 400 350x175x12000, 14 ," 142,735 "
FSC,January 2022,1200000019,1520,PLTF,Finished Baby Plate," 20,748 ", - 
OSP,January 2022,2900000095,70,PLTF,Finished Baby Plate, 35 , 23 
PT. HJT,January 2022,2100000551,50,CPLF,Finished Coil Plate, 253 ," 2,883,771 "
PT. ADP,January 2022,2100000382,30,HRCF,Finished Hot Rolled Coil," 8,130 "," 125,202 "
FSC,January 2022,1200000019,2100,PLTF,Finished Baby Plate," 11,076 ", - 
PT. HJT,January 2022,2100001388,10,RBFF,Finished Rolled Beam Fabricated, 2 ," 2,646 "
PT. HJT,January 2022,2100001226,10,RBMF-0000000019,HB-JIS G 3101 SS 400 300x300x12000, 5 ," 105,289 "
PT. HJT,January 2022,2100000950,10,RBMF-0000000007,IWF-JIS G 3101 SS 400 350x175x12000, 5 ," 51,305 "
PT. PNS,January 2022,2100000603,10,PLTF,Finished Baby Plate, 11 ," 158,481 "
FSC,January 2022,1200000004,1050,PLTF,Finished Baby Plate, 8 , - 
TCP,January 2022,2900000102,60,PLTF,Finished Baby Plate, 12 , 51 
PT. HJT,January 2022,2100000811,20,RBMF-0000000005,IWF-JIS G 3101 SS 400 400x200x12000, 6 ," 86,012 "
PT. HJT,January 2022,2100000846,20,RBMF-0000000019,HB-JIS G 3101 SS 400 300x300x12000, 1 ," 20,156 "
PT. BBM,January 2022,2100000681,60,PLTF,Finished Baby Plate, 56 ," 363,341 "
FSC,January 2022,1200000015,340,HRCF,Finished Hot Rolled Coil," 32,450 ", - 
PT. HJT,January 2022,2100000851,120,RBMF-0000000009,IWF-JIS G 3101 SS 400 300x150x12000, 20 ," 149,576 "
FSC,January 2022,1200000004,620,PLTF,Finished Baby Plate, 17 , - 
PT. IB,January 2022,2100001216,20,CNPF-0000000009,CNP-JIS G 3131 SPHC 125x50x20x2.2x6000, 52 ," 22,128 "
PT. IB,January 2022,2100000927,40,CPLF,Finished Coil Plate, 365 ," 566,499 "
PT. HJT,January 2022,2100000396,10,EPBF-0000000080,"JIS G 3445 STKM 11A 4""(114.3)x4x6000", 800 ," 808,720 "
FSC,January 2022,1200000006,1060,PLTF,Finished Baby Plate," 2,304 ", - 
DWI,January 2022,1000000056,10,C_WLGF,Finished Light Galvanised Wire - Tolling, 200 ," 102,397 "
PT. HJT,January 2022,2100001106,40,RBMF-0000000009,IWF-JIS G 3101 SS 400 300x150x12000, 7 ," 50,653 "
PT. SPA,January 2022,2100000833,60,RBMF-0000000019,HB-JIS G 3101 SS 400 300x300x12000, 2 ," 39,689 "
PT. HJT,January 2022,2100000562,120,CPLF,Finished Coil Plate, 56 ," 421,399 "
PT. HJT,January 2022,2100000974,10,RBMF-0000000020,HB-JIS G 3101 SS 400 250x250x12000, 1 ," 15,528 "
PT. HJT,January 2022,2100001086,30,RBMF-0000000013,IWF-JIS G 3101 SS 400 200x100x12000, 98 ," 401,245 "
PT. ADP,January 2022,2100000417,80,HRCF,Finished Hot Rolled Coil," 302,680 "," 4,714,544 "
PT. HJT,January 2022,2100000813,20,RBMF-0000000005,IWF-JIS G 3101 SS 400 400x200x12000, 6 ," 87,532 "
PT. HJT,January 2022,2100000465,10,CPLF,Finished Coil Plate, 18 ," 15,651 "
CV. MM,January 2022,2100000645,190,CPLF-0000000030,CPLF-ASTM A 36 11.7x1500x6000, 28 ," 339,696 "
OSP,January 2022,2900000053,90,PLTF,Finished Baby Plate, 5 , 13 
PT. HJT,January 2022,2100000449,100,CPLF-0000000019,CPLF-ASTM A 36 11.7x1200x2400, 13 ," 56,564 "
PT. IPM,January 2022,2100000641,70,PLTF,Finished Baby Plate, 18 ," 313,254 "
PT. HJT,January 2022,2100000519,20,CPLF-0000000009,CPLF-ASTM A 36 3.8x1200x2400, 84 ," 116,334 "
FSC,January 2022,1200000022,2410,PLTF,Finished Baby Plate," 141,984 ", - 
PT. ADP,January 2022,2100000509,80,HRCF,Finished Hot Rolled Coil," 100,000 "," 1,479,500 "
PT. HJT,January 2022,2100001377,10,RBMF-0000000007,IWF-JIS G 3101 SS 400 350x175x12000, 17 ," 171,927 "
PT. HJT,January 2022,2100000845,60,RBFF,Finished Rolled Beam Fabricated, 30 ," 41,791 "
PT. BBM,January 2022,2100000681,10,CPLF,Finished Coil Plate, 210 ," 269,965 "
PT. HJT,January 2022,2100000394,20,CPLF,Finished Coil Plate, 51 ," 49,074 "
PT. BBM,January 2022,2100001394,10,EPBF-0000000012,"JIS G 3445 STKM 11A 1""(33.4)x2.2x6000", 500 ," 81,418 "
PT. IB,January 2022,2100000875,130,CPLF-0000000003,CPLF-ASTM A 36 2.5x1200x2400, 552 ," 474,762 "
OSP,January 2022,2900000106,550,WBMF,Finished Welded Beam, 2 , 6 
OSP,January 2022,2900000106,480,WBMF,Finished Welded Beam, 2 , 6 
FSC,January 2022,1200000004,890,PLTF,Finished Baby Plate, 11 , - 
FSC,January 2022,1200000028,1880,BSBS,SFG - Baby Slab," 3,383 ", - 
PT. HJT,January 2022,2100000794,10,RBMF-0000000020,HB-JIS G 3101 SS 400 250x250x12000, 18 ," 284,849 "
PT. HJT,January 2022,2100000972,30,RBMF-0000000020,HB-JIS G 3101 SS 400 250x250x12000, 20 ," 316,499 "
PT. HJT,January 2022,2100001284,30,RBMF-0000000009,IWF-JIS G 3101 SS 400 300x150x12000, 10 ," 74,788 "
PT. HJT,January 2022,2100000445,20,UL-RBMF-0000004,HB-JIS G 3101 SS 400 125x125x12000-UL, 17 ," 73,761 "
FS,January 2022,1000000046,90,RBFF,Finished Rolled Beam Fabricated, 1 ," 6,908 "
PT. SAS,January 2022,2100001283,160,PLTF,Finished Baby Plate, 2 ," 280,658 "
PT. HJT,January 2022,2100000546,40,HRCF,Finished Hot Rolled Coil," 540,000 "," 8,993,862 "
PT. TII,January 2022,2100000575,70,PLTF,Finished Baby Plate, 12 ," 1,263,060 "
PT. HJT,January 2022,2100001001,120,UL-RBMF-0000002,IWF-JIS G 3101 SS 400 150x75x12000-UL, 3 ," 8,233 "
PT. HJT,January 2022,2100000857,20,RBMF-0000000019,HB-JIS G 3101 SS 400 300x300x12000, 1 ," 20,156 "
PSC,January 2022,1000000030,40,PLTF,Finished Baby Plate, 13 ," 171,438 "
PT. HJT,January 2022,2100000677,60,CRCF,Finished Cold Rolled Coil," 51,220 "," 878,508 "
PT. HJT,January 2022,2100000722,10,RBMF-0000000020,HB-JIS G 3101 SS 400 250x250x12000, 2 ," 31,650 "
FS,January 2022,1000000046,220,RBFF,Finished Rolled Beam Fabricated, 2 , 629 
PT. TJ,January 2022,2100000698,60,PLTF,Finished Baby Plate, 33 ," 1,230,650 "
RBJ,January 2022,2100000420,30,PLTF,Finished Baby Plate, 2 ," 78,986 "
PT. JME,January 2022,2100000357,40,RHCF,Finished Rolled Honey Comb, 2 ," 43,353 "
PT. TJ,January 2022,2100001087,50,HRCF,Finished Hot Rolled Coil," 200,000 "," 2,812,650 "
PT. HJT,January 2022,2100001312,40,RBMF-0000000003,IWF-JIS G 3101 SS 400 500x200x12000, 2 ," 37,967 "
O&C,January 2022,2900000090,270,WBMF,Finished Welded Beam, 2 , 3 
PT. HJT,January 2022,2100000364,20,RBFF,Finished Rolled Beam Fabricated, 25 ," 24,518 "
FSC,January 2022,1200000001,80,CRCF,Finished Cold Rolled Coil," 315,635 ", - 
O&C,January 2022,2900000037,500,WBMF,Finished Welded Beam, 2 , 2 
PT. HJT,January 2022,2100000886,20,RBMF-0000000019,HB-JIS G 3101 SS 400 300x300x12000, 6 ," 123,249 "
FS,January 2022,1000000059,150,CTSF,Finished Plate Cut to Shape, 2 , 619 
PT. ADP,January 2022,2100000557,40,CPLF,Finished Coil Plate, 46 ," 41,263 "
FSC,January 2022,1200000025,100,CPLF,Finished Coil Plate, 816 , - 
PT. HJT,January 2022,2100000929,40,RBMF-0000000019,HB-JIS G 3101 SS 400 300x300x12000, 1 ," 20,678 "
PT. HJT,January 2022,2100000562,150,PLTF,Finished Baby Plate, 24 ," 485,635 "
PT. IB,January 2022,2100001428,150,EPBF-0000000036,"JIS G 3445 STKM 11A 2""(60.3)x2.5x6000", 336 ," 112,911 "
PT. TJ,January 2022,2100000701,110,PLTF,Finished Baby Plate, 150 ," 960,156 "
FSC,January 2022,1200000003,160,EPBF,Finished ERW Pipe, 829 , - 
PT. HJT,January 2022,2100001186,30,RBMF-0000000009,IWF-JIS G 3101 SS 400 300x150x12000, 3 ," 21,708 "
PT. IB,January 2022,2100001421,180,EPBF-0000000038,"JIS G 3445 STKM 11A 2""(60.3)x3x6000", 183 ," 72,147 "
PT. HJT,January 2022,2100000653,20,RBFF,Finished Rolled Beam Fabricated, 150 ," 318,405 "
PT. TJ,January 2022,2100000688,10,CPLF,Finished Coil Plate," 2,184 "," 1,902,952 "
FSC,January 2022,1200000028,1700,BSBS,SFG - Baby Slab," 2,965 ", - 
OSP,January 2022,2900000106,740,WBMF,Finished Welded Beam, 9 , 16 
FSC,January 2022,1200000026,1140,PLTF,Finished Baby Plate," 2,917 ", - 
PT. HJT,January 2022,2100000500,90,CPLF-0000000001,CPLF-ASTM A 36 2x1200x2400," 1,350 "," 978,306 "
ATP,January 2022,2900000071,20,CRCF,Finished Cold Rolled Coil," 138,625 ", 130 
O&C,January 2022,2900000037,870,WBMF,Finished Welded Beam, 4 , 5 
PT. HJT,January 2022,2100000919,10,RBMF-0000000011,IWF-JIS G 3101 SS 400 250x125x12000, 6 ," 35,053 "
FS,January 2022,1000000017,180,CTSF,Finished Plate Cut to Shape, 6 , 943 
PT. HJT,January 2022,2100000619,70,RBMF-0000000005,IWF-JIS G 3101 SS 400 400x200x12000, 3 ," 43,032 "
PT. HJT,January 2022,2100000413,30,UL-RBMF-0000003,HB-JIS G 3101 SS 400 150x150x12000-UL, 50 ," 285,936 "
PT. HJT,January 2022,2100000392,40,EPBF,Finished ERW Pipe," 1,133 "," 1,534,944 "
PT. HJT,January 2022,2100001227,40,RBMF-0000000005,IWF-JIS G 3101 SS 400 400x200x12000, 2 ," 28,671 "
FSC,January 2022,1200000002,30,CPLF,Finished Coil Plate, 23 , - 
PT. HJT,January 2022,2100000525,60,CPLF-0000000014,CPLF-ASTM A 36 7.7x1200x2400, 7 ," 19,346 "
PT. SS,January 2022,2100000554,50,PLTF-0000000006,PLTF-ASTM A 36 19.8x1200x2400, 2 ," 13,984 "
PT. DHJ,January 2022,2100000648,60,PLTF,Finished Baby Plate, 40 ," 1,003,169 "
PT. HJT,January 2022,2100000845,50,UL-RBMF-0000002,IWF-JIS G 3101 SS 400 150x75x12000-UL, 15 ," 41,791 "
PT. HJT,January 2022,2100001033,10,RBMF-0000000003,IWF-JIS G 3101 SS 400 500x200x12000, 23 ," 428,165 "
PT. HJT,January 2022,2100000839,30,RBMF-0000000007,IWF-JIS G 3101 SS 400 350x175x12000, 15 ," 151,700 "
ATP,January 2022,2900000012,120,PLTF,Finished Baby Plate, 84 , 377 
SPM,January 2022,1200000005,90,SWPF,Finished Spiral Welded Pipe, 1 , - 
PT. HJT,January 2022,2100001202,50,RBMF-0000000003,IWF-JIS G 3101 SS 400 500x200x12000, 13 ," 254,338 "
PT. IB,January 2022,2100000920,10,CPLF-0000000005,CPLF-ASTM A 36 2.8x1200x2400," 3,016 "," 2,829,314 "
PT. HJT,January 2022,2100001406,20,RBMF-0000000003,IWF-JIS G 3101 SS 400 500x200x12000, 2 ," 39,153 "
PT. HJT,January 2022,2100000894,30,RBMF-0000000019,HB-JIS G 3101 SS 400 300x300x12000, 5 ," 103,081 "
TCP,January 2022,2900000078,180,PLTF,Finished Baby Plate, 6 , 10 
PT. IB,January 2022,2100000876,150,CPLF,Finished Coil Plate, 208 ," 1,030,563 "
FSC,January 2022,1200000000,190,RBFF,Finished Rolled Beam Fabricated, 8 , - 
PT. HJT,January 2022,2100001067,40,RBMF-0000000013,IWF-JIS G 3101 SS 400 200x100x12000, 3 ," 12,122 "
PT. HJT,January 2022,2100001153,50,RBMF-0000000009,IWF-JIS G 3101 SS 400 300x150x12000, 25 ," 183,208 "
PT. HJT,January 2022,2100000851,130,RBMF-0000000007,IWF-JIS G 3101 SS 400 350x175x12000, 20 ," 202,267 "
PT. HJT,January 2022,2100001376,10,UL-RBMF-0000003,HB-JIS G 3101 SS 400 150x150x12000-UL, 8 ," 49,100 "
FSC,January 2022,1200000004,740,PLTF,Finished Baby Plate, 7 , - 
TCP,January 2022,2900000078,120,PLTF,Finished Baby Plate, 6 , 9 
PT. HJT,January 2022,2100001152,30,RBMF-0000000011,IWF-JIS G 3101 SS 400 250x125x12000, 50 ," 298,079 "
OSP,January 2022,2900000103,70,WBMF,Finished Welded Beam, 1 , 0 
PT. TJ,January 2022,2100001427,10,PLTF,Finished Baby Plate, 64 ," 1,478,726 "
PT. FS,January 2022,2100000702,10,HRCF,Finished Hot Rolled Coil," 150,000 "," 2,183,940 "
FSC,January 2022,1200000015,1890,PLTF,Finished Baby Plate," 5,142 ", - 
PT. HJT,January 2022,2100001249,40,RBMF-0000000005,IWF-JIS G 3101 SS 400 400x200x12000, 5 ," 71,677 "
PT. HJT,January 2022,2100000964,10,RBMF-0000000020,HB-JIS G 3101 SS 400 250x250x12000, 60 ," 955,823 "
PT. HJT,January 2022,2100000724,40,RBMF-0000000007,IWF-JIS G 3101 SS 400 350x175x12000, 90 ," 916,699 "
PT. HJT,January 2022,2100001169,20,RBFF,Finished Rolled Beam Fabricated, 2 ," 29,938 "
PT. DHJ,January 2022,2100001276,140,EPBF,Finished ERW Pipe," 1,000 "," 1,178,253 "
PT. SRM,January 2022,2100001293,30,CPLF,Finished Coil Plate, 128 ," 252,493 "
PT. HJT,January 2022,2100001396,90,RBMF-0000000001,IWF-JIS G 3101 SS 400 600x200x12000, 2 ," 49,246 "
PT. HJT,January 2022,2100001292,50,RBMF-0000000011,IWF-JIS G 3101 SS 400 250x125x12000, 39 ," 226,164 "
ATP,January 2022,2900000093,60,PLTF,Finished Baby Plate, 10 , 64 
PT. BAS,January 2022,2100001121,110,CPLF,Finished Coil Plate, 211 ," 1,016,066 "
PT. ADP,January 2022,2100000397,20,HRCF-0000000142,HRCF-JIS G 3131 SPHC 2.5x1200," 158,950 "," 2,500,284 "
PT. HJT,January 2022,2100000615,40,UL-RBMF-0000002,IWF-JIS G 3101 SS 400 150x75x12000-UL, 15 ," 41,554 "
PT. HJT,January 2022,2100001361,30,RBMF-0000000018,HB-JIS G 3101 SS 400 350x350x12000, 4 ," 119,752 "
FS,January 2022,1000000059,460,CTSF,Finished Plate Cut to Shape, 68 ," 2,720 "
PSC,January 2022,1000000037,30,PLTF,Finished Baby Plate, 2 , - 
PT. HJT,January 2022,2100001358,10,RKCF,Finished Rolled King Cross, 3 ," 41,796 "
PT. SAS,January 2022,2100001283,100,PLTF,Finished Baby Plate, 2 ," 124,795 "
PT. HJT,January 2022,2100001134,30,RBMF-0000000011,IWF-JIS G 3101 SS 400 250x125x12000, 8 ," 46,393 "
O&C,January 2022,2900000100,340,CTSF,Finished Plate Cut to Shape, 1 , 2 
